lon,lat,id,eu_dem_v11_E40N10,eu_dem_v11_E50N20,eu_dem_v11_E20N20,eu_dem_v11_E30N10,eu_dem_v11_E40N20,eu_dem_v11_E20N10,eu_dem_v11_E50N30,eu_dem_v11_E30N20,eu_dem_v11_E50N10,eu_dem_v11_E40N30,eu_dem_v11_E30N40,eu_dem_v11_E30N30
-1.106,60.472,478000,,,,,,,,,,,,
-1.076,60.383,478001,,,,,,,,,,,,
-4.479,48.635,445186,,,,,,,,,,,,
-4.453,48.547,445187,,,,,,,,48.30462,,,,
-4.376,48.283,445190,,,,,,,,,,,,
-4.351,48.195,445191,,,,,,,,,,,,
-4.427,48.459,445188,,,,,,,,88.58641,,,,
-4.402,48.371,445189,,,,,,,,94.63165,,,,
1.824,47.109,477418,,,,,,,,122.07372,,,,
1.838,47.019,477419,,,,,,,,207.19246,,,,
1.795,47.287,477416,,,,,,,,84.50226,,,,
1.810,47.198,477417,,,,,,,,111.51282,,,,
1.879,46.751,477422,,,,,,,,169.46739,,,,
1.893,46.662,477423,,,,,,,,172.70222,,,,
1.852,46.930,477420,,,,,,,,164.58690,,,,
1.865,46.840,477421,,,,,,,,150.67996,,,,
1.709,47.824,477410,,,,,,,,85.98528,,,,
1.724,47.734,477411,,,,,,,,103.84706,,,,
1.680,48.002,477408,,,,,,,,119.32000,,,,
1.695,47.913,477409,,,,,,,,110.26656,,,,
1.767,47.466,477414,,,,,,,,107.91670,,,,
1.781,47.377,477415,,,,,,,,95.31142,,,,
1.738,47.645,477412,,,,,,,,104.86921,,,,
1.753,47.556,477413,,,,,,,,110.64626,,,,
2.040,45.677,477434,,,,,,,,776.55792,,,,
2.053,45.588,477435,,,,,,,,850.29108,,,,
2.014,45.856,477432,,,,,,,,664.49207,,,,
2.027,45.767,477433,,,,,,,,770.49969,,,,
2.092,45.319,477438,,,,,,,,682.87091,,,,
2.105,45.230,477439,,,,,,,,452.76880,,,,
2.066,45.498,477436,,,,,,,,843.73651,,,,
2.079,45.409,477437,,,,,,,,564.24677,,,,
1.934,46.393,477426,,,,,,,,377.95831,,,,
1.947,46.304,477427,,,,,,,,396.96838,,,,
1.907,46.572,477424,,,,,,,,224.21449,,,,
1.920,46.483,477425,,,,,,,,334.24649,,,,
1.988,46.035,477430,,,,,,,,575.44421,,,,
2.001,45.946,477431,,,,,,,,591.10596,,,,
1.961,46.214,477428,,,,,,,,409.38806,,,,
1.974,46.125,477429,,,,,,,,419.95135,,,,
1.341,49.966,477386,,,,,,,,,,,,113.08000
1.357,49.877,477387,,,,,,,,,,,,169.44000
1.325,50.055,477385,,,,,,,,,,,,
1.405,49.609,477390,,,,,,,,229.45598,,,,
1.421,49.520,477391,,,,,,,,166.64326,,,,
1.373,49.788,477388,,,,,,,,,,,,185.32001
1.389,49.698,477389,,,,,,,,143.75999,,,,
1.591,48.538,477402,,,,,,,,141.16568,,,,
1.606,48.449,477403,,,,,,,,144.72421,,,,
1.561,48.717,477400,,,,,,,,135.34715,,,,
1.576,48.627,477401,,,,,,,,130.54762,,,,
1.651,48.181,477406,,,,,,,,129.90628,,,,
1.665,48.092,477407,,,,,,,,129.72000,,,,
1.621,48.360,477404,,,,,,,,148.32658,,,,
-1.955,36.902,444586,,,,,,,,,,,,
1.636,48.270,477405,,,,,,,,140.86311,,,,
1.468,49.252,477394,,,,,,,,49.91745,,,,
-1.986,37.081,444584,,,,535.93921,,,,,,,,
1.484,49.163,477395,,,,,,,,151.75760,,,,
-1.971,36.992,444585,,,,107.20486,,,,,,,,
1.437,49.431,477392,,,,,,,,173.42123,,,,
1.453,49.341,477393,,,,,,,,94.02817,,,,
1.530,48.895,477398,,,,,,,,130.12357,,,,
1.545,48.806,477399,,,,,,,,126.16711,,,,
1.499,49.074,477396,,,,,,,,97.89493,,,,
-2.080,37.619,444578,,,,903.43689,,,,,,,,
1.515,48.984,477397,,,,,,,,160.87436,,,,
-2.064,37.529,444579,,,,920.76080,,,,,,,,
0.781,52.817,477354,,,,,,,,,,,,40.09885
-2.112,37.798,444576,,,,911.34430,,,,,,,,
0.799,52.728,477355,,,,,,,,,,,,62.16000
-2.096,37.708,444577,,,,1022.79437,,,,,,,,
0.743,52.996,477352,,,,,,,,,,,,
-2.017,37.260,444582,,,,336.91858,,,,,,,,
0.762,52.907,477353,,,,,,,,,,,,45.35763
-2.002,37.171,444583,,,,391.14911,,,,,,,,
0.855,52.461,477358,,,,,,,,,,,,46.12000
-2.049,37.440,444580,,,,582.80597,,,,,,,,
0.874,52.372,477359,,,,,,,,,,,,38.82402
-2.033,37.350,444581,,,,231.91260,,,,,,,,
0.818,52.639,477356,,,,,,,,,,,,53.08000
0.837,52.550,477357,,,,,,,,,,,,46.64471
1.072,51.392,477370,,,,,,,,,,,,
1.089,51.303,477371,,,,,,,,,,,,56.10320
1.141,51.036,477374,,,,,,,,,,,,
1.106,51.214,477372,,,,,,,,,,,,131.14204
-2.478,39.763,444554,,,,896.58539,,,,,,,,
1.124,51.125,477373,,,,,,,,,,,,153.65968
-2.461,39.674,444555,,,,938.26801,,,,,,,,
0.929,52.105,477362,,,,,,,,,,,,67.97612
-2.513,39.941,444552,,,,875.70441,,,,,,,,
0.947,52.016,477363,,,,,,,,,,,,38.21515
-2.496,39.852,444553,,,,886.73846,,,,,,,,
0.892,52.283,477360,,,,,,,,,,,,40.49207
-2.409,39.406,444558,,,,720.34607,,,,,,,,
0.911,52.194,477361,,,,,,,,,,,,63.34876
-2.392,39.317,444559,,,,722.28418,,,,,,,,
1.001,51.749,477366,,,,,,,,,,,,
-2.444,39.585,444556,,,,804.37689,,,,,,,,
-2.426,39.495,444557,,,,777.43311,,,,,,,,
0.965,51.927,477364,,,,,,,,,,,,36.96731
-2.619,40.476,444546,,,,,,,,831.37872,,,,
0.983,51.838,477365,,,,,,,,,,,,
-2.601,40.387,444547,,,,,,,,875.54315,,,,
-2.655,40.654,444544,,,,,,,,699.00000,,,,
-2.637,40.565,444545,,,,,,,,877.62073,,,,
-2.548,40.120,444550,,,,1015.49988,,,,,,,,
-2.531,40.031,444551,,,,1037.50281,,,,,,,,
-2.583,40.298,444548,,,,,,,,836.36664,,,,
-2.566,40.209,444549,,,,1019.39679,,,,,,,,
-2.209,38.334,444570,,,,622.91193,,,,,,,,
-2.193,38.245,444571,,,,1155.90479,,,,,,,,
-2.242,38.513,444568,,,,821.16687,,,,,,,,
-2.225,38.424,444569,,,,726.12604,,,,,,,,
-2.144,37.977,444574,,,,1039.92590,,,,,,,,
-2.128,37.887,444575,,,,1110.03088,,,,,,,,
-2.176,38.155,444572,,,,1261.67712,,,,,,,,
-2.160,38.066,444573,,,,1213.14331,,,,,,,,
-2.342,39.049,444562,,,,893.61072,,,,,,,,
-2.325,38.960,444563,,,,934.27081,,,,,,,,
-2.375,39.228,444560,,,,713.41473,,,,,,,,
-2.358,39.138,444561,,,,772.99298,,,,,,,,
-2.275,38.692,444566,,,,1238.30334,,,,,,,,
-2.258,38.602,444567,,,,945.77313,,,,,,,,
-2.308,38.871,444564,,,,969.59528,,,,,,,,
-2.291,38.781,444565,,,,997.06848,,,,,,,,
-3.069,42.610,444522,,,,,,,,706.98553,,,,
-3.050,42.521,444523,,,,,,,,607.73718,,,,
-3.109,42.788,444520,,,,,,,,1058.70837,,,,
-3.089,42.699,444521,,,,,,,,545.27795,,,,
-2.991,42.255,444526,,,,,,,,1759.97595,,,,
-2.972,42.166,444527,,,,,,,,965.25726,,,,
-3.030,42.433,444524,,,,,,,,743.77911,,,,
-3.011,42.344,444525,,,,,,,,870.21912,,,,
-3.229,43.320,444514,,,,,,,,424.63306,,,,
-3.209,43.231,444515,,,,,,,,299.56381,,,,
-3.249,43.409,444513,,,,,,,,,,,,
-3.148,42.965,444518,,,,,,,,703.50452,,,,
-3.128,42.876,444519,,,,,,,,776.54120,,,,
-3.188,43.143,444516,,,,,,,,254.75766,,,,
-3.168,43.054,444517,,,,,,,,505.96518,,,,
-2.764,41.188,444538,,,,,,,,1111.17188,,,,
-2.746,41.099,444539,,,,,,,,948.88196,,,,
-2.801,41.366,444536,,,,,,,,1043.96057,,,,
-2.783,41.277,444537,,,,,,,,1139.42505,,,,
-2.691,40.832,444542,,,,,,,,922.55389,,,,
18.389,39.838,575586,,,,,,,,,,,,
-2.673,40.743,444543,,,,,,,,895.06946,,,,
-2.728,41.010,444540,,,,,,,,974.39410,,,,
18.413,40.018,575584,,,,,,,,,87.28621,,,
-2.709,40.921,444541,,,,,,,,1064.79382,,,,
18.401,39.928,575585,,,,,,,,,,,,
-2.914,41.900,444530,,,,,,,,1360.25500,,,,
-2.895,41.811,444531,,,,,,,,1163.13354,,,,
-2.953,42.077,444528,,,,,,,,1280.55969,,,,
-2.933,41.989,444529,,,,,,,,1590.28577,,,,
-2.839,41.544,444534,,,,,,,,962.91443,,,,
-2.820,41.455,444535,,,,,,,,976.88074,,,,
-2.876,41.722,444532,,,,,,,,1052.14294,,,,
-2.858,41.633,444533,,,,,,,,1015.26172,,,,
-1.165,60.103,477272,,,,,,,,,,,,
-4.509,48.266,444458,,,,,,,,46.89729,,,,
18.436,40.197,575582,,,,,,,,,23.91526,,,
-4.483,48.178,444459,,,,,,,,,,,,
-1.346,60.635,477266,,,,,,,,,,,,
18.425,40.108,575583,,,,,,,,,90.30110,,,
-4.560,48.442,444456,,,,,,,,90.49678,,,,
-1.315,60.547,477267,,,,,,,,,,,,
-4.534,48.354,444457,,,,,,,,,,,,
18.448,40.287,575581,,,,,,,,,,,,
-4.407,47.914,444462,,,,,,,,,,,,
-4.381,47.826,444463,,,,,,,,,,,,
-1.224,60.281,477270,,,,,,,,,,,76.41544,
-4.457,48.090,444460,,,,,,,,56.60300,,,,
-1.194,60.192,477271,,,,,,,,,,,5.54913,
-4.432,48.002,444461,,,,,,,,77.40875,,,,
-1.285,60.458,477268,,,,,,,,,,,11.38707,
-1.255,60.369,477269,,,,,,,,,,,76.33103,
-4.612,48.618,444454,,,,,,,,,,,,
-4.586,48.530,444455,,,,,,,,24.57379,,,,
-5.160,50.374,444434,,,,,,,,,,,,
-5.131,50.286,444435,,,,,,,,,,,,93.31454
-5.046,50.023,444438,,,,,,,,,,,,
-5.103,50.198,444436,,,,,,,,,,,,67.65884
-5.075,50.111,444437,,,,,,,,,,,,
14.258,53.816,543226,,,,,,,,,,,,
14.249,53.727,543227,,,,,,,,,,7.62565,,
14.267,53.906,543225,,,,,,,,,,-2.35300,,
14.222,53.457,543230,,,,,,,,,,21.75016,,
14.214,53.368,543231,,,,,,,,,,24.17485,,
14.240,53.637,543228,,,,,,,,,,-0.28857,,
14.231,53.547,543229,,,,,,,,,,21.71418,,
7.828,45.593,510378,,,,,1301.93359,,,,,,,
7.832,45.503,510379,,,,,251.31599,,,,,,,
7.821,45.773,510376,,,,,1450.71667,,,,,,,
7.825,45.683,510377,,,,,2005.30591,,,,,,,
7.842,45.233,510382,,,,,205.07805,,,,,,,
7.846,45.143,510383,,,,,195.79884,,,,,,,
7.835,45.413,510380,,,,,234.66299,,,,,,,
7.839,45.323,510381,,,,,299.70087,,,,,,,
7.814,45.954,510374,,,,,2876.82324,,,,,,,
7.818,45.864,510375,,,,,2113.54053,,,,,,,
7.883,44.152,510394,,,,,1023.51514,,,,,,,
7.887,44.062,510395,,,,,638.87219,,,,,,,
7.877,44.332,510392,,,,,611.01727,,,,,,,
7.880,44.242,510393,,,,,1415.97961,,,,,,,
7.897,43.791,510398,,,,,,,,,,,,
7.890,43.971,510396,,,,,632.40381,,,,,,,
7.893,43.881,510397,,,,,473.91418,,,,,,,
7.856,44.873,510386,,,,,263.56021,,,,,,,
7.860,44.783,510387,,,,,327.28763,,,,,,,
7.849,45.053,510384,,,,,296.96652,,,,,,,
7.853,44.963,510385,,,,,246.51819,,,,,,,
7.870,44.512,510390,,,,,365.24979,,,,,,,
7.873,44.422,510391,,,,,410.11050,,,,,,,
7.863,44.692,510388,,,,,272.79694,,,,,,,
7.867,44.602,510389,,,,,321.40442,,,,,,,
7.706,48.473,510346,,,,,145.19844,,,,,,,
7.710,48.383,510347,,,,,152.51427,,,,,,,
7.698,48.653,510344,,,,,150.74612,,,,,,,
7.702,48.563,510345,,,,,144.59694,,,,,,,
7.722,48.113,510350,,,,,258.97864,,,,,,,
7.726,48.023,510351,,,,,199.66023,,,,,,,
7.714,48.293,510348,,,,,160.35455,,,,,,,
7.718,48.203,510349,,,,,172.53464,,,,,,,
7.672,49.192,510338,,,,,319.84631,,,,,,,
7.677,49.102,510339,,,,,320.96912,,,,,,,
7.664,49.372,510336,,,,,435.73172,,,,,,,
7.668,49.282,510337,,,,,387.36481,,,,,,,
7.689,48.832,510342,,,,,171.48000,,,,,,,
7.693,48.743,510343,,,,,152.04135,,,,,,,
7.681,49.012,510340,,,,,405.07455,,,,,,,
7.685,48.922,510341,,,,,242.89482,,,,,,,
7.738,47.753,510354,,,,,1040.91663,,,,,,,
7.742,47.663,510355,,,,,385.73087,,,,,,,
7.730,47.933,510352,,,,,255.76933,,,,,,,
7.734,47.843,510353,,,,,635.36310,,,,,,,
7.746,47.573,510356,,,,,317.74490,,,,,,,
7.564,51.349,510314,,,,,,,,,,170.61475,,
7.569,51.259,510315,,,,,,,,,,422.65155,,
7.555,51.528,510312,,,,,,,,,,79.37653,,
7.559,51.438,510313,,,,,,,,,,122.70491,,
7.583,50.989,510318,,,,,,,,,,314.28372,,
7.588,50.899,510319,,,,,,,,,,257.16782,,
7.574,51.169,510316,,,,,,,,,,347.80228,,
7.578,51.079,510317,,,,,,,,,,439.59482,,
7.525,52.067,510306,,,,,,,,,,48.77777,,
7.530,51.977,510307,,,,,,,,,,67.57962,,
7.515,52.247,510304,,,,,,,,,,37.21386,,
7.520,52.157,510305,,,,,,,,,,43.26112,,
7.545,51.708,510310,,,,,,,,,,71.23371,,
7.550,51.618,510311,,,,,,,,,,56.22432,,
7.535,51.887,510308,,,,,,,,,,60.59583,,
7.540,51.798,510309,,,,,,,,,,66.09498,,
7.638,49.911,510330,,,,,520.50519,,,,,,,
7.642,49.821,510331,,,,,322.21942,,,,,,,
7.629,50.091,510328,,,,,,,,,,497.28149,,
7.633,50.001,510329,,,,,482.51416,,,,,,,
7.655,49.552,510334,,,,,381.94693,,,,,,,
7.659,49.462,510335,,,,,313.23535,,,,,,,
7.646,49.731,510332,,,,,250.20479,,,,,,,
7.651,49.641,510333,,,,,241.35568,,,,,,,
7.602,50.630,510322,,,,,,,,,,222.56430,,
7.606,50.540,510323,,,,,,,,,,349.11063,,
7.592,50.810,510320,,,,,,,,,,142.43135,,
7.597,50.720,510321,,,,,,,,,,295.87070,,
7.620,50.270,510326,,,,,,,,,,127.16521,,
7.624,50.181,510327,,,,,,,,,,292.69165,,
7.611,50.450,510324,,,,,,,,,,211.91801,,
7.615,50.360,510325,,,,,,,,,,101.39619,,
2.837,39.391,477504,,,,63.36991,,,,,,,,
7.485,52.786,510298,,,,,,,,,,35.36871,,
7.490,52.696,510299,,,,,,,,,,21.74425,,
7.474,52.965,510296,,,,,,,,,,10.63307,,
7.480,52.875,510297,,,,,,,,,,37.81505,,
7.505,52.426,510302,,,,,,,,,,35.75982,,
7.510,52.337,510303,,,,,,,,,,41.03679,,
7.495,52.606,510300,,,,,,,,,,19.72460,,
7.500,52.516,510301,,,,,,,,,,85.53235,,
7.443,53.504,510290,,,,,,,,,,6.63724,,
7.448,53.414,510291,,,,,,,,,,2.90722,,
7.432,53.684,510288,,,,,,,,,,0.08967,,
7.437,53.594,510289,,,,,,,,,,0.44719,,
7.464,53.145,510294,,,,,,,,,,7.89887,,
7.469,53.055,510295,,,,,,,,,,3.32558,,
7.453,53.324,510292,,,,,,,,,,-2.39110,,
7.459,53.235,510293,,,,,,,,,,6.06946,,
2.589,41.551,477480,,,,,,,,,,,,
2.523,42.090,477474,,,,,,,,529.76086,,,,
2.534,42.001,477475,,,,,,,,741.10834,,,,
2.500,42.270,477472,,,,,,,,491.53366,,,,
2.512,42.180,477473,,,,,,,,607.07935,,,,
2.567,41.731,477478,,,,,,,,92.56110,,,,
2.578,41.641,477479,,,,,,,,240.68460,,,,
2.545,41.911,477476,,,,,,,,929.49860,,,,
2.556,41.821,477477,,,,,,,,557.70721,,,,
2.787,39.841,477499,,,,220.63071,,,,,,,,
2.817,39.571,477502,,,,80.95784,,,,,,,,
2.827,39.481,477503,,,,121.41891,,,,,,,,
2.797,39.751,477500,,,,394.05652,,,,,,,,
2.807,39.661,477501,,,,133.46976,,,,,,,,
2.243,44.244,477450,,,,,,,,537.69189,,,,
2.255,44.155,477451,,,,,,,,475.10104,,,,
2.218,44.423,477448,,,,,,,,467.29974,,,,
2.231,44.334,477449,,,,,,,,667.63037,,,,
2.292,43.886,477454,,,,,,,,332.14792,,,,
2.304,43.796,477455,,,,,,,,412.24664,,,,
2.267,44.065,477452,,,,,,,,395.06726,,,,
2.279,43.975,477453,,,,,,,,316.48166,,,,
2.143,44.961,477442,,,,,,,,624.85358,,,,
2.156,44.871,477443,,,,,,,,670.47003,,,,
2.118,45.140,477440,,,,,,,,588.50702,,,,
2.131,45.051,477441,,,,,,,,504.89212,,,,
2.194,44.603,477446,,,,,,,,447.24207,,,,
2.206,44.513,477447,,,,,,,,462.77444,,,,
2.169,44.782,477444,,,,,,,,514.31293,,,,
2.181,44.692,477445,,,,,,,,375.93329,,,,
2.432,42.809,477466,,,,,,,,300.15994,,,,
2.444,42.719,477467,,,,,,,,602.20544,,,,
2.409,42.988,477464,,,,,,,,849.45978,,,,
2.421,42.899,477465,,,,,,,,746.28772,,,,
2.478,42.450,477470,,,,,,,,1746.19226,,,,
2.489,42.360,477471,,,,,,,,1070.19617,,,,
2.455,42.629,477468,,,,,,,,322.11807,,,,
2.467,42.540,477469,,,,,,,,2042.80908,,,,
2.339,43.527,477458,,,,,,,,307.97113,,,,
2.351,43.437,477459,,,,,,,,882.14673,,,,
2.315,43.706,477456,,,,,,,,419.16690,,,,
2.327,43.616,477457,,,,,,,,364.05463,,,,
2.386,43.168,477462,,,,,,,,190.34009,,,,
2.398,43.078,477463,,,,,,,,481.67349,,,,
2.363,43.347,477460,,,,,,,,322.30124,,,,
2.375,43.258,477461,,,,,,,,111.84035,,,,
3.086,39.227,478970,,,,,,,,,,,,
3.067,39.407,478968,,,,31.26739,,,,,,,,
3.076,39.317,478969,,,,57.63649,,,,,,,,
3.009,39.948,478962,,,,,,,,,,,,
3.019,39.858,478963,,,,43.03856,,,,,,,,
3.048,39.588,478966,,,,114.85643,,,,,,,,
3.057,39.498,478967,,,,100.19891,,,,,,,,
3.028,39.768,478964,,,,22.87176,,,,,,,,
3.038,39.678,478965,,,,125.12363,,,,,,,,
2.585,43.545,478922,,,,,,,,805.17499,,,,
2.597,43.455,478923,,,,,,,,734.86609,,,,
2.562,43.724,478920,,,,,,,,565.57288,,,,
2.574,43.635,478921,,,,,,,,773.25494,,,,
2.631,43.186,478926,,,,,,,,75.69239,,,,
2.642,43.096,478927,,,,,,,,238.03130,,,,
2.608,43.365,478924,,,,,,,,428.43927,,,,
2.619,43.276,478925,,,,,,,,84.98410,,,,
2.492,44.263,478914,,,,,,,,686.20648,,,,
2.504,44.173,478915,,,,,,,,602.81122,,,,
2.468,44.442,478912,,,,,,,,442.42075,,,,
2.480,44.352,478913,,,,,,,,639.86273,,,,
2.539,43.904,478918,,,,,,,,334.65643,,,,
2.551,43.814,478919,,,,,,,,749.67285,,,,
2.515,44.083,478916,,,,,,,,546.44171,,,,
2.527,43.993,478917,,,,,,,,476.02451,,,,
2.763,42.108,478938,,,,,,,,171.01299,,,,
2.774,42.018,478939,,,,,,,,156.70113,,,,
2.741,42.288,478936,,,,,,,,430.94742,,,,
2.752,42.198,478937,,,,,,,,151.43335,,,,
2.805,41.748,478942,,,,,,,,150.00870,,,,
2.816,41.658,478943,,,,,,,,,,,,
2.784,41.928,478940,,,,,,,,128.40550,,,,
2.795,41.838,478941,,,,,,,,88.60030,,,,
2.675,42.827,478930,,,,,,,,188.22598,,,,
2.686,42.737,478931,,,,,,,,237.30388,,,,
2.653,43.006,478928,,,,,,,,330.14252,,,,
2.664,42.917,478929,,,,,,,,506.30408,,,,
2.719,42.467,478934,,,,,,,,412.99112,,,,
2.730,42.378,478935,,,,,,,,380.67279,,,,
2.698,42.647,478932,,,,,,,,163.41205,,,,
2.709,42.557,478933,,,,,,,,315.54279,,,,
2.193,46.412,478890,,,,,,,,471.57599,,,,
2.206,46.323,478891,,,,,,,,448.42578,,,,
2.166,46.591,478888,,,,,,,,223.01416,,,,
2.179,46.502,478889,,,,,,,,382.99561,,,,
2.245,46.054,478894,,,,,,,,500.49133,,,,
2.257,45.965,478895,,,,,,,,644.39117,,,,
2.219,46.233,478892,,,,,,,,414.64154,,,,
2.232,46.144,478893,,,,,,,,399.60498,,,,
2.086,47.128,478882,,,,,,,,143.69006,,,,
2.099,47.039,478883,,,,,,,,147.26949,,,,
2.058,47.307,478880,,,,,,,,139.39148,,,,
2.072,47.218,478881,,,,,,,,101.53345,,,,
2.140,46.770,478886,,,,,,,,190.71036,,,,
2.153,46.681,478887,,,,,,,,203.69330,,,,
2.113,46.949,478884,,,,,,,,127.66621,,,,
2.126,46.860,478885,,,,,,,,147.54933,,,,
2.395,44.980,478906,,,,,,,,655.60217,,,,
2.408,44.890,478907,,,,,,,,605.43347,,,,
2.371,45.159,478904,,,,,,,,701.15417,,,,
2.383,45.069,478905,,,,,,,,640.23352,,,,
2.444,44.621,478910,,,,,,,,533.37982,,,,
2.456,44.532,478911,,,,,,,,307.55090,,,,
2.420,44.800,478908,,,,,,,,758.80145,,,,
2.432,44.711,478909,,,,,,,,560.01990,,,,
2.296,45.696,478898,,,,,,,,780.16174,,,,
2.308,45.607,478899,,,,,,,,709.19202,,,,
2.270,45.875,478896,,,,,,,,652.12402,,,,
2.283,45.786,478897,,,,,,,,703.95697,,,,
2.346,45.338,478902,,,,,,,,559.74713,,,,
2.358,45.248,478903,,,,,,,,707.36517,,,,
2.321,45.517,478900,,,,,,,,611.89697,,,,
2.333,45.428,478901,,,,,,,,622.06372,,,,
1.741,49.273,478858,,,,,,,,45.76000,,,,
1.757,49.183,478859,,,,,,,,121.14830,,,,
1.711,49.451,478856,,,,,,,,141.38313,,,,
1.726,49.362,478857,,,,,,,,137.59904,,,,
1.801,48.916,478862,,,,,,,,134.92902,,,,
1.816,48.826,478863,,,,,,,,86.56252,,,,
1.772,49.094,478860,,,,,,,,191.74248,,,,
1.787,49.005,478861,,,,,,,,118.41715,,,,
1.618,49.987,478850,,,,,,,,,,,,122.98473
1.634,49.898,478851,,,,,,,,,,,,149.45090
1.587,50.165,478848,,,,,,,,,,,,9.99826
1.602,50.076,478849,,,,,,,,,,,,86.46049
1.680,49.630,478854,,,,,,,,221.43324,,,,
1.696,49.541,478855,,,,,,,,123.30169,,,,
1.649,49.808,478852,,,,,,,,,,,,213.06557
1.665,49.719,478853,,,,,,,,228.22179,,,,
1.975,47.843,478874,,,,,,,,94.57378,,,,
1.989,47.754,478875,,,,,,,,113.35451,,,,
1.947,48.022,478872,,,,,,,,139.44154,,,,
1.961,47.933,478873,,,,,,,,113.71101,,,,
2.031,47.486,478878,,,,,,,,127.48058,,,,
2.045,47.396,478879,,,,,,,,111.03428,,,,
2.003,47.665,478876,,,,,,,,117.48871,,,,
2.017,47.575,478877,,,,,,,,121.15269,,,,
1.860,48.558,478866,,,,,,,,156.75093,,,,
1.875,48.469,478867,,,,,,,,154.71924,,,,
1.831,48.737,478864,,,,,,,,185.42589,,,,
1.846,48.648,478865,,,,,,,,167.11182,,,,
1.918,48.201,478870,,,,,,,,133.99524,,,,
1.933,48.112,478871,,,,,,,,122.93315,,,,
1.889,48.380,478868,,,,,,,,149.10718,,,,
1.904,48.290,478869,,,,,,,,140.18405,,,,
1.219,52.127,478826,,,,,,,,,,,,53.81927
1.237,52.038,478827,,,,,,,,,,,,33.01468
1.184,52.305,478824,,,,,,,,,,,,51.49386
1.201,52.216,478825,,,,,,,,,,,,32.68000
1.254,51.949,478828,,,,,,,,,,,,0.17320
1.271,51.860,478829,,,,,,,,,,,,
1.075,52.840,478818,,,,,,,,,,,,47.53684
1.094,52.751,478819,,,,,,,,,,,,25.69549
1.057,52.929,478817,,,,,,,,,,,,50.16730
1.148,52.484,478822,,,,,,,,,,,,46.66911
1.166,52.394,478823,,,,,,,,,,,,33.55001
1.112,52.662,478820,,,,,,,,,,,,28.81071
1.130,52.573,478821,,,,,,,,,,,,46.00289
1.506,50.611,478843,,,,,,,,,,,,
1.555,50.344,478846,,,,,,,,,,,,16.85206
1.571,50.255,478847,,,,,,,,,,,,
1.523,50.522,478844,,,,,,,,,,,,
-2.114,39.078,446026,,,,695.55157,,,,,,,,
1.539,50.433,478845,,,,,,,,,,,,
-2.097,38.989,446027,,,,701.23810,,,,,,,,
-2.147,39.257,446024,,,,737.36505,,,,,,,,
1.374,51.325,478835,,,,,,,,,,,,
-2.130,39.167,446025,,,,703.17426,,,,,,,,
-2.048,38.721,446030,,,,1028.69348,,,,,,,,
-2.032,38.631,446031,,,,989.98315,,,,,,,,
-2.081,38.899,446028,,,,724.45074,,,,,,,,
-2.065,38.810,446029,,,,835.40344,,,,,,,,
1.391,51.236,478836,,,,,,,,,,,,0.28824
-2.248,39.792,446018,,,,881.52771,,,,,,,,
1.408,51.146,478837,,,,,,,,,,,,
-2.231,39.703,446019,,,,825.42657,,,,,,,,
-2.282,39.971,446016,,,,915.65503,,,,,,,,
-2.265,39.882,446017,,,,856.22766,,,,,,,,
-2.181,39.435,446022,,,,746.00311,,,,,,,,
-2.164,39.346,446023,,,,754.65265,,,,,,,,
-2.214,39.614,446020,,,,815.89032,,,,,,,,
-2.197,39.525,446021,,,,889.39258,,,,,,,,
-1.857,37.647,446042,,,,750.60376,,,,,,,,
-1.842,37.557,446043,,,,618.38263,,,,,,,,
-1.888,37.826,446040,,,,620.02966,,,,,,,,
-1.873,37.736,446041,,,,569.19086,,,,,,,,
-1.795,37.289,446046,,,,39.95421,,,,,,,,
-1.780,37.199,446047,,,,,,,,,,,,
-1.826,37.468,446044,,,,559.12183,,,,,,,,
-1.811,37.378,446045,,,,265.79324,,,,,,,,
-1.984,38.363,446034,,,,619.36993,,,,,,,,
-1.968,38.273,446035,,,,986.81818,,,,,,,,
-2.016,38.542,446032,,,,601.70538,,,,,,,,
-2.000,38.452,446033,,,,670.24548,,,,,,,,
-1.920,38.005,446038,,,,770.77557,,,,,,,,
-1.904,37.916,446039,,,,806.21411,,,,,,,,
-1.952,38.184,446036,,,,1364.65588,,,,,,,,
-1.936,38.095,446037,,,,890.02332,,,,,,,,
-2.677,41.930,445994,,,,,,,,1225.87354,,,,
-2.658,41.841,445995,,,,,,,,1132.13721,,,,
-2.714,42.108,445992,,,,,,,,1197.18420,,,,
-2.695,42.019,445993,,,,,,,,1690.04285,,,,
-2.602,41.574,445998,,,,,,,,1065.73975,,,,
-2.584,41.485,445999,,,,,,,,939.85394,,,,
-2.639,41.752,445996,,,,,,,,1169.57056,,,,
-2.621,41.663,445997,,,,,,,,1022.10181,,,,
-2.829,42.641,445986,,,,,,,,557.92053,,,,
-2.809,42.552,445987,,,,,,,,464.45306,,,,
-2.868,42.819,445984,,,,,,,,602.47382,,,,
-2.848,42.730,445985,,,,,,,,581.16180,,,,
-2.752,42.286,445990,,,,,,,,616.80829,,,,
-2.733,42.197,445991,,,,,,,,1633.07983,,,,
-2.790,42.463,445988,,,,,,,,614.87750,,,,
-2.771,42.375,445989,,,,,,,,559.62122,,,,
-2.387,40.506,446010,,,,,,,,889.82733,,,,
-2.369,40.417,446011,,,,,,,,877.21356,,,,
-2.422,40.684,446008,,,,,,,,1160.82214,,,,
