,ID,X,Y,ORIG_FID,Av_NOx_50m,Av_traffic_50m,Building_50m,Open Area_50m,Residential_50m,Resource and Industrial_50m,Waterbody_50m,Parks and Recreational_50m,Government and Institutional_50m,Commercial_50m,Pop_50m,Roads_50m,Tot_NOx_50m,Tot_traffic_50m,Av_NOx_100m,Av_traffic_100m,Building_100m,Open Area_100m,Residential_100m,Resource and Industrial_100m,Waterbody_100m,Parks and Recreational_100m,Government and Institutional_100m,Commercial_100m,Pop_100m,Roads_100m,Tot_NOx_100m,Tot_traffic_100m,Av_NOx_200m,Av_traffic_200m,Building_200m,Open Area_200m,Residential_200m,Resource and Industrial_200m,Waterbody_200m,Parks and Recreational_200m,Government and Institutional_200m,Commercial_200m,Pop_200m,Roads_200m,Tot_NOx_200m,Tot_traffic_200m,Av_NOx_500m,Av_traffic_500m,Building_500m,Open Area_500m,Residential_500m,Resource and Industrial_500m,Waterbody_500m,Parks and Recreational_500m,Government and Institutional_500m,Commercial_500m,Pop_500m,Roads_500m,Tot_NOx_500m,Tot_traffic_500m,Av_NOx_1000m,Av_traffic_1000m,Building_1000m,Open Area_1000m,Residential_1000m,Resource and Industrial_1000m,Waterbody_1000m,Parks and Recreational_1000m,Government and Institutional_1000m,Commercial_1000m,Pop_1000m,Roads_1000m,Tot_NOx_1000m,Tot_traffic_1000m
144,401,609180.569,5054150.845,143,3.266615979,21.38691097,NA,NA,7833.327098,NA,NA,NA,NA,NA,34.07614233,172.8783154,78.39878501,513.2858592,9.865314982,76.92940879,227.2155542,NA,31374.93713,NA,NA,NA,NA,NA,138.3489535,616.5103944,236.7675641,1846.305811,25.69349885,181.0218936,8025.098697,345.609911,125165.8932,NA,NA,69.53598069,NA,NA,728.4815405,1974.132932,616.6439846,4344.525452,222.2100613,2563.569913,60581.31358,25905.07399,700004.8267,NA,NA,59281.27248,NA,NA,4856.624336,13413.5969,5333.041408,61525.67822,1286.29075,13213.07821,209102.9099,102929.2087,2587165.936,70454.76622,110923.764,216998.1697,52705.15612,NA,15623.24504,54162.98801,30870.97793,317113.8778
145,408,607069.9222,5038422.721,144,15.03486952,157.1772619,NA,NA,7193.994203,NA,NA,NA,639.3328943,NA,89.51420579,185.0078219,360.8368601,3772.254344,52.21475203,486.8532812,1031.681006,NA,26467.94014,NA,NA,NA,4906.99699,NA,354.0282811,596.3252045,1253.154059,11684.47882,143.5234121,1378.246956,15166.91791,NA,100374.9461,NA,NA,2373.044821,22833.04817,NA,1706.600329,1871.262121,3444.561931,33077.92688,744.7819283,9669.503916,105875.2989,696.7817829,558025.046,NA,NA,64103.00915,162366.3362,NA,10436.04989,10771.99022,17874.76653,232068.0934,7603.181668,83620.11382,451536.3182,75918.03481,2259617.861,NA,NA,141585.7436,647443.496,16611.86437,36096.39236,50752.40315,182476.3633,2006882.734
146,407,610843.8456,5037317.654,145,9.3538419,234.6532235,2252.415024,NA,7833.327098,NA,NA,NA,NA,NA,56.5761944,170.199647,224.4922002,5631.677275,20.13579046,439.3116346,9319.319278,NA,31374.93713,NA,NA,NA,NA,NA,228.3573332,613.40313,483.2589581,10543.47913,100.6890969,2318.094072,38899.22986,459.1557702,125121.8833,NA,NA,NA,NA,NA,1092.486998,2409.681298,2416.538311,55634.25767,1980.246536,23536.13697,200718.3502,42121.9212,567251.7405,96422.3037,NA,49700.47703,29694.73071,NA,7502.238531,16190.66605,47525.91649,564867.2788,8384.210986,90917.75244,715042.9342,246268.1154,1837688.78,646854.7105,NA,127712.586,235134.79,47518.01803,25944.79747,60658.99028,201221.0664,2182026.045
147,412,607147.1083,5032060.096,146,5.570931696,73.70004506,1989.278521,NA,4867.17592,NA,NA,NA,NA,2966.151177,76.16139409,194.2640666,133.7023638,1768.801111,12.796783,138.6500416,8994.148273,NA,21513.42629,NA,NA,NA,NA,9861.510846,297.4322543,530.5936554,307.1228011,3327.601045,111.2645853,854.7618948,29740.94177,5366.912141,94803.91898,NA,NA,NA,NA,25410.20793,1190.10228,2375.500163,2670.350076,20514.28552,494.6468942,4050.217909,170351.7681,17360.43634,562003.2781,NA,NA,47934.85631,52301.2636,105591.3388,6633.131619,11701.38001,11871.52544,97205.2297,1605.712016,16746.63594,605865.9144,50120.65068,1994867.992,605098.0519,NA,142424.9307,133311.4414,215353.9333,22008.29778,46277.87624,38537.08836,401919.2631
148,411,606949.1289,5036642.605,147,5.113115529,60.22560898,321.0049573,185.0728821,4431.288695,NA,NA,NA,3216.965521,NA,59.31756949,176.9773093,122.7147746,1445.414615,10.94767097,126.9295167,3879.887419,221.4999634,20211.26051,NA,NA,NA,10942.17666,NA,235.7157926,463.3058732,262.7441062,3046.308416,29.68412658,313.4684567,10161.277,221.4999634,91801.06804,NA,NA,706.3475737,32852.12348,NA,970.2837056,1558.02334,712.4190337,7523.243047,483.8076132,6949.31946,48999.76668,1159.265483,636515.7979,NA,NA,49796.40846,97719.70131,NA,6621.706902,12018.19499,11611.38268,166783.6675,4726.587172,54934.74876,247284.6998,53524.33908,2576618.645,NA,NA,183242.53,327791.4862,NA,26709.80337,51942.29646,113438.0909,1318433.971
149,81,609219.502,5036168.631,148,85.10916965,4504.821987,1355.05786,2668.517692,5102.88114,61.92826579,NA,NA,NA,NA,13.18695458,326.8225238,2042.620118,108115.7277,512.43873,24265.59455,2171.778575,11332.8511,18826.23599,1215.850036,NA,NA,NA,NA,52.8178979,1366.143548,12298.52947,582374.2688,1428.129656,41216.94207,6898.305959,32684.85942,80954.83043,11941.34921,NA,NA,NA,NA,167.1906797,4002.315998,34275.11219,989206.6114,5437.226212,113414.2319,44584.3751,302087.1406,336803.202,112237.0294,NA,24429.09324,9634.707955,NA,2277.18643,18442.62724,130493.4304,2721941.567,12832.67072,232701.9406,435987.9433,701540.1912,1615850.717,615491.6507,NA,134546.3225,73748.11835,NA,17120.39955,60047.22946,307984.0979,5584846.527
150,405,605551.3966,5041727.142,149,1.114458665,17.33313576,NA,NA,7833.327098,NA,NA,NA,NA,NA,27.12392184,200.3153681,26.74700768,415.9952648,2.387333875,37.21837444,NA,NA,31374.93713,NA,NA,NA,NA,NA,108.3667245,543.515826,57.2960125,893.2409875,20.43861198,386.0329737,NA,2227.980889,118710.573,NA,NA,4642.485153,NA,NA,459.5090083,2320.909006,490.5267047,9264.791561,2587.866806,25009.83131,22670.04814,28672.3602,702951.5971,16238.0473,NA,16918.08517,20411.08342,NA,3366.140073,15788.36064,62108.80399,600235.9508,10638.74705,146780.2012,324663.2705,199155.8045,2032771.916,599985.8209,NA,134958.6994,84932.21336,89372.54627,10361.43269,61026.94942,255329.9331,3522724.818
151,406,609398.2134,5039448.225,150,5.424847213,15.15983699,NA,NA,NA,NA,NA,7833.327098,NA,NA,1.786143007,195.2414591,130.1963315,363.8360829,11.05613852,38.884146,NA,NA,NA,NA,NA,31374.93713,NA,NA,6.54879712,434.4685525,265.3473211,933.2194941,22.30129834,103.0199566,1121.840763,NA,NA,NA,5163.862652,120417.1764,NA,NA,24.93705236,875.1897606,535.2311513,2472.478938,91.67319071,939.4746436,11818.52454,12860.13447,38630.71187,14888.45162,18860.37831,699951.4969,NA,NA,149.4323918,3753.786625,2200.156575,22547.39093,1168.924157,16754.69985,83672.87597,98572.45263,407667.6423,15093.31751,18860.37831,2360258.405,240724.804,NA,3652.690365,17220.63223,28054.17983,402112.7951
152,NA,596246.8697,5033505.107,151,0.317849922,12.7085234,NA,NA,7833.327098,NA,NA,NA,NA,NA,15.37739573,178.3231798,7.628397932,305.0045537,244.0333176,740.9886165,17.50267801,4344.186599,27030.75053,NA,NA,NA,NA,NA,61.59130318,937.959967,5856.799846,17783.72669,630.9270277,2167.684632,1777.304571,32550.83535,87860.26117,NA,NA,NA,NA,5169.942542,282.3681791,2791.859898,15142.24896,52024.43046,1671.088528,6819.031172,18011.56556,130919.5657,587914.0913,NA,NA,16172.00915,32101.36211,18084.14494,2062.953382,15099.24914,40106.12589,163656.7458,3541.529087,21411.03419,58201.19972,371918.2635,2014823.602,71211.88417,183804.9871,279565.0579,201769.0606,18084.14494,6931.004036,50132.60575,84996.70056,513864.8158
153,NA,605456.8995,5033332.822,152,0,0,1040.46488,NA,7833.327098,NA,NA,NA,NA,NA,58.72096545,183.3366159,0,0,0.832005321,17.21437217,4031.754618,NA,26652.24354,NA,NA,4722.693595,NA,NA,247.3713978,489.0000937,19.96812684,413.1449197,3.975844417,60.2835973,10609.50977,NA,103202.0624,NA,NA,22378.97666,NA,NA,969.8720253,1734.968676,95.42026395,1446.806302,2485.947671,48203.845,53406.11265,103263.3331,525465.5166,107858.1532,NA,23153.92573,25450.24456,NA,3269.438273,16977.23296,59662.74393,1156892.285,7877.112211,93858.69973,442046.1034,390400.3682,1142924.411,1453234.778,NA,75442.50866,79174.93477,NA,7242.01454,46294.03257,189050.693,2252608.802
154,NA,617335.6706,5056943.82,153,2.131558385,27.76415046,NA,NA,7833.327098,NA,NA,NA,NA,NA,33.67820318,197.2099012,51.15740073,666.3396064,4.369934537,65.27843045,739.8027605,NA,31374.93713,NA,NA,NA,NA,NA,136.4007053,571.0847944,104.8784272,1566.682316,14.5182745,279.8763847,4716.534301,362.5685703,123964.4228,NA,NA,1254.047709,NA,NA,575.4508592,2224.695717,348.4385848,6717.033164,64.14830243,1027.522653,32743.53376,60803.49382,643852.2216,NA,34179.58948,24757.36298,21598.5053,NA,3423.366817,10068.04067,1539.559276,24660.54359,347.7172722,4405.151972,151944.6962,115387.0258,1881479.779,49612.22579,782799.6012,90248.96173,221649.4063,NA,11523.03427,31143.14037,8345.214635,105723.6471
